
These predictions were generated by FAST (v6.01, 12-Aug-2005) on 20-Dec-2013 at 13:35:20.
The aerodynamic calculations were made by AeroDyn (12.58, 28-Jun-2005).

 NREL 5.0 MW Baseline Wind Turbine for Use in Offshore Analysis.

    Time	TTDspFA	TTDspSS	TTDspAx	TipDxb1	TipDyb1	TipDxb2	TipDyb2	TipDxb3	TipDyb3	LSSTipPxa
   1.100	 2.989E-01	-1.796E-02	-6.866E-04	 4.366E+00	-6.683E-01	 2.900E+00	 2.715E-02	 4.417E+00	-1.271E-01	 6.118E+01
   1.200	 3.537E-01	-2.382E-02	-9.537E-04	 4.478E+00	-7.087E-01	 3.169E+00	-2.175E-01	 4.765E+00	 2.256E-02	 6.702E+01
   1.300	 4.079E-01	-2.904E-02	-1.274E-03	 4.657E+00	-7.557E-01	 3.619E+00	-4.051E-01	 5.140E+00	 1.373E-01	 7.293E+01
   1.400	 4.598E-01	-3.223E-02	-1.610E-03	 4.897E+00	-7.912E-01	 4.163E+00	-4.395E-01	 5.497E+00	 1.392E-01	 7.892E+01
   1.500	 5.082E-01	-3.287E-02	-1.961E-03	 5.138E+00	-8.120E-01	 4.678E+00	-3.086E-01	 5.802E+00	-5.662E-03	 8.498E+01
   1.600	 5.520E-01	-3.142E-02	-2.304E-03	 5.317E+00	-8.286E-01	 5.094E+00	-8.771E-02	 6.070E+00	-2.764E-01	 9.110E+01
   1.700	 5.901E-01	-2.914E-02	-2.632E-03	 5.426E+00	-8.285E-01	 5.398E+00	 1.253E-01	 6.312E+00	-5.705E-01	 9.729E+01
   1.800	 6.207E-01	-2.754E-02	-2.907E-03	 5.460E+00	-8.034E-01	 5.584E+00	 2.380E-01	 6.507E+00	-7.750E-01	 1.035E+02
   1.900	 6.427E-01	-2.734E-02	-3.113E-03	 5.412E+00	-7.561E-01	 5.651E+00	 2.113E-01	 6.624E+00	-8.194E-01	 1.099E+02
   2.000	 6.551E-01	-2.822E-02	-3.242E-03	 5.335E+00	-7.014E-01	 5.647E+00	 6.792E-02	 6.653E+00	-7.102E-01	 1.163E+02
   2.100	 6.574E-01	-2.918E-02	-3.273E-03	 5.248E+00	-6.530E-01	 5.623E+00	-1.230E-01	 6.615E+00	-5.284E-01	 1.228E+02
   2.200	 6.498E-01	-2.895E-02	-3.197E-03	 5.115E+00	-6.026E-01	 5.625E+00	-2.621E-01	 6.545E+00	-3.759E-01	 1.294E+02
   2.300	 6.328E-01	-2.687E-02	-3.036E-03	 4.921E+00	-5.568E-01	 5.663E+00	-2.889E-01	 6.466E+00	-3.526E-01	 1.361E+02
   2.400	 6.071E-01	-2.321E-02	-2.792E-03	 4.703E+00	-5.063E-01	 5.717E+00	-1.892E-01	 6.399E+00	-4.804E-01	 1.428E+02
   2.500	 5.734E-01	-1.892E-02	-2.487E-03	 4.490E+00	-4.312E-01	 5.801E+00	 4.733E-03	 6.351E+00	-6.955E-01	 1.496E+02
   2.600	 5.333E-01	-1.506E-02	-2.159E-03	 4.292E+00	-3.435E-01	 5.921E+00	 1.977E-01	 6.328E+00	-9.186E-01	 1.565E+02
   2.700	 4.885E-01	-1.228E-02	-1.823E-03	 4.107E+00	-2.510E-01	 6.038E+00	 2.995E-01	 6.351E+00	-1.063E+00	 1.635E+02
   2.800	 4.413E-01	-1.063E-02	-1.488E-03	 3.964E+00	-1.629E-01	 6.123E+00	 2.605E-01	 6.384E+00	-1.070E+00	 1.706E+02
   2.900	 3.939E-01	-9.644E-03	-1.190E-03	 3.854E+00	-8.536E-02	 6.213E+00	 8.465E-02	 6.352E+00	-9.457E-01	 1.777E+02
   3.000	 3.490E-01	-8.855E-03	-9.384E-04	 3.816E+00	-1.621E-02	 6.342E+00	-1.577E-01	 6.191E+00	-7.458E-01	 1.850E+02
   3.100	 3.084E-01	-8.342E-03	-7.401E-04	 3.832E+00	 4.158E-02	 6.486E+00	-3.713E-01	 5.887E+00	-5.536E-01	 1.923E+02
   3.200	 2.737E-01	-8.627E-03	-5.798E-04	 3.879E+00	 8.716E-02	 6.604E+00	-4.766E-01	 5.462E+00	-4.416E-01	 1.997E+02
   3.300	 2.461E-01	-1.030E-02	-4.730E-04	 3.949E+00	 1.304E-01	 6.644E+00	-4.381E-01	 4.952E+00	-4.396E-01	 2.072E+02
   3.400	 2.266E-01	-1.358E-02	-4.044E-04	 4.043E+00	 1.571E-01	 6.568E+00	-3.052E-01	 4.482E+00	-5.474E-01	 2.147E+02
   3.500	 2.153E-01	-1.802E-02	-3.662E-04	 4.145E+00	 1.816E-01	 6.383E+00	-1.462E-01	 4.155E+00	-6.867E-01	 2.224E+02
   3.600	 2.122E-01	-2.252E-02	-3.510E-04	 4.218E+00	 2.140E-01	 6.123E+00	-5.112E-02	 3.932E+00	-7.718E-01	 2.301E+02
   3.700	 2.169E-01	-2.604E-02	-3.738E-04	 4.221E+00	 2.562E-01	 5.829E+00	-8.691E-02	 3.741E+00	-7.424E-01	 2.379E+02
   3.800	 2.286E-01	-2.811E-02	-4.120E-04	 4.168E+00	 3.094E-01	 5.565E+00	-2.399E-01	 3.536E+00	-5.733E-01	 2.458E+02
   3.900	 2.462E-01	-2.908E-02	-4.730E-04	 4.081E+00	 3.472E-01	 5.350E+00	-4.597E-01	 3.348E+00	-3.303E-01	 2.537E+02
   4.000	 2.683E-01	-2.988E-02	-5.569E-04	 3.956E+00	 3.622E-01	 5.152E+00	-6.610E-01	 3.166E+00	-1.010E-01	 2.617E+02
   4.100	 2.930E-01	-3.147E-02	-6.638E-04	 3.805E+00	 3.587E-01	 4.942E+00	-7.566E-01	 2.949E+00	 4.605E-02	 2.698E+02
   4.200	 3.184E-01	-3.419E-02	-7.782E-04	 3.666E+00	 3.311E-01	 4.703E+00	-7.171E-01	 2.706E+00	 6.432E-02	 2.779E+02
   4.300	 3.428E-01	-3.742E-02	-9.003E-04	 3.567E+00	 3.009E-01	 4.437E+00	-5.639E-01	 2.441E+00	-8.332E-03	 2.861E+02
   4.400	 3.648E-01	-3.996E-02	-1.030E-03	 3.517E+00	 2.684E-01	 4.136E+00	-3.858E-01	 2.194E+00	-1.102E-01	 2.944E+02
   4.500	 3.828E-01	-4.065E-02	-1.137E-03	 3.529E+00	 2.324E-01	 3.804E+00	-2.658E-01	 1.954E+00	-1.633E-01	 3.026E+02
   4.600	 3.955E-01	-3.899E-02	-1.205E-03	 3.587E+00	 2.008E-01	 3.477E+00	-2.520E-01	 1.694E+00	-1.047E-01	 3.110E+02
   4.700	 4.018E-01	-3.542E-02	-1.244E-03	 3.654E+00	 1.559E-01	 3.165E+00	-3.627E-01	 1.439E+00	 6.145E-02	 3.194E+02
   4.800	 4.007E-01	-3.093E-02	-1.236E-03	 3.668E+00	 1.088E-01	 2.855E+00	-5.330E-01	 1.199E+00	 2.988E-01	 3.278E+02
   4.900	 3.913E-01	-2.648E-02	-1.175E-03	 3.617E+00	 6.045E-02	 2.542E+00	-6.786E-01	 1.021E+00	 5.238E-01	 3.362E+02
   5.000	 3.735E-01	-2.251E-02	-1.060E-03	 3.515E+00	 2.127E-03	 2.228E+00	-7.292E-01	 9.196E-01	 6.619E-01	 3.447E+02
   5.100	 3.472E-01	-1.875E-02	-9.232E-04	 3.406E+00	-6.781E-02	 1.910E+00	-6.490E-01	 8.845E-01	 6.808E-01	 3.532E+02
   5.200	 3.132E-01	-1.472E-02	-7.477E-04	 3.298E+00	-1.471E-01	 1.600E+00	-4.594E-01	 8.928E-01	 5.857E-01	 1.733E+00
   5.300	 2.725E-01	-1.007E-02	-5.646E-04	 3.181E+00	-2.224E-01	 1.308E+00	-2.228E-01	 9.551E-01	 4.364E-01	 1.029E+01
   5.400	 2.272E-01	-5.172E-03	-3.967E-04	 3.041E+00	-2.904E-01	 9.951E-01	-2.041E-02	 1.085E+00	 3.092E-01	 1.887E+01
   5.500	 1.787E-01	-8.621E-04	-2.518E-04	 2.874E+00	-3.428E-01	 6.783E-01	 8.480E-02	 1.232E+00	 2.610E-01	 2.747E+01
   5.600	 1.288E-01	 2.066E-03	-1.297E-04	 2.709E+00	-3.721E-01	 3.780E-01	 8.006E-02	 1.333E+00	 3.187E-01	 3.610E+01
   5.700	 7.919E-02	 3.346E-03	-5.341E-05	 2.538E+00	-3.989E-01	 1.053E-01	-3.874E-03	 1.411E+00	 4.412E-01	 4.474E+01
   5.800	 3.178E-02	 3.518E-03	-7.629E-06	 2.329E+00	-4.288E-01	-1.095E-01	-9.549E-02	 1.485E+00	 5.638E-01	 5.340E+01
   5.900	-1.200E-02	 3.453E-03	 0.000E+00	 2.068E+00	-4.584E-01	-2.354E-01	-1.211E-01	 1.550E+00	 6.151E-01	 6.207E+01
   6.000	-5.061E-02	 3.867E-03	-1.526E-05	 1.797E+00	-4.876E-01	-3.102E-01	-3.555E-02	 1.589E+00	 5.563E-01	 7.075E+01
   6.100	-8.260E-02	 4.851E-03	-4.578E-05	 1.540E+00	-5.056E-01	-3.406E-01	 1.591E-01	 1.593E+00	 3.948E-01	 7.946E+01
   6.200	-1.071E-01	 5.792E-03	-8.392E-05	 1.257E+00	-5.084E-01	-3.222E-01	 3.912E-01	 1.608E+00	 1.706E-01	 8.817E+01
   6.300	-1.237E-01	 5.652E-03	-1.144E-04	 9.276E-01	-4.841E-01	-2.870E-01	 5.858E-01	 1.628E+00	-3.760E-02	 9.689E+01
   6.400	-1.321E-01	 3.650E-03	-1.297E-04	 5.723E-01	-4.375E-01	-2.654E-01	 6.795E-01	 1.608E+00	-1.682E-01	 1.056E+02
   6.500	-1.325E-01	-2.504E-04	-1.297E-04	 2.573E-01	-3.767E-01	-2.350E-01	 6.489E-01	 1.588E+00	-1.975E-01	 1.144E+02
   6.600	-1.251E-01	-5.370E-03	-1.144E-04	 1.430E-02	-3.087E-01	-1.979E-01	 5.241E-01	 1.588E+00	-1.442E-01	 1.231E+02
   6.700	-1.104E-01	-1.066E-02	-9.155E-05	-1.444E-01	-2.388E-01	-1.736E-01	 3.746E-01	 1.545E+00	-6.178E-02	 1.318E+02
   6.800	-8.896E-02	-1.526E-02	-6.104E-05	-2.341E-01	-1.744E-01	-1.474E-01	 2.778E-01	 1.422E+00	-1.571E-02	 1.406E+02
   6.900	-6.186E-02	-1.898E-02	-3.052E-05	-3.259E-01	-1.285E-01	-1.020E-01	 2.740E-01	 1.249E+00	-5.916E-02	 1.493E+02
   7.000	-3.074E-02	-2.206E-02	-7.629E-06	-4.292E-01	-9.182E-02	-5.234E-02	 3.702E-01	 1.068E+00	-1.825E-01	 1.581E+02
   7.100	 2.593E-03	-2.485E-02	-7.629E-06	-5.296E-01	-6.237E-02	-8.260E-03	 5.149E-01	 9.384E-01	-3.600E-01	 1.668E+02
   7.200	 3.620E-02	-2.741E-02	-1.526E-05	-6.770E-01	-1.927E-02	 5.363E-02	 6.321E-01	 8.132E-01	-5.278E-01	 1.756E+02
   7.300	 6.809E-02	-2.929E-02	-4.578E-05	-8.520E-01	 5.253E-02	 1.604E-01	 6.619E-01	 6.714E-01	-6.139E-01	 1.843E+02
   7.400	 9.663E-02	-2.988E-02	-7.629E-05	-1.011E+00	 1.418E-01	 3.087E-01	 5.620E-01	 5.414E-01	-6.059E-01	 1.930E+02
   7.500	 1.206E-01	-2.880E-02	-1.144E-04	-1.134E+00	 2.498E-01	 4.685E-01	 3.558E-01	 4.317E-01	-5.153E-01	 2.018E+02
   7.600	 1.387E-01	-2.628E-02	-1.526E-04	-1.241E+00	 3.564E-01	 6.361E-01	 1.109E-01	 2.940E-01	-3.854E-01	 2.105E+02
   7.700	 1.502E-01	-2.316E-02	-1.755E-04	-1.335E+00	 4.436E-01	 7.904E-01	-8.369E-02	 1.352E-01	-2.639E-01	 2.192E+02
   7.800	 1.549E-01	-2.038E-02	-1.831E-04	-1.398E+00	 4.931E-01	 9.408E-01	-1.808E-01	-3.644E-02	-2.070E-01	 2.279E+02
   7.900	 1.529E-01	-1.852E-02	-1.831E-04	-1.421E+00	 5.070E-01	 1.080E+00	-1.711E-01	-2.299E-01	-2.297E-01	 2.366E+02
   8.000	 1.437E-01	-1.746E-02	-1.602E-04	-1.421E+00	 4.929E-01	 1.169E+00	-8.896E-02	-4.557E-01	-3.076E-01	 2.453E+02
   8.100	 1.279E-01	-1.643E-02	-1.297E-04	-1.390E+00	 4.835E-01	 1.180E+00	 3.127E-03	-7.261E-01	-3.862E-01	 2.539E+02
   8.200	 1.061E-01	-1.458E-02	-9.155E-05	-1.317E+00	 4.842E-01	 1.096E+00	 1.567E-02	-9.690E-01	-4.164E-01	 2.626E+02
   8.300	 7.883E-02	-1.151E-02	-5.341E-05	-1.188E+00	 4.995E-01	 9.517E-01	-8.021E-02	-1.201E+00	-3.538E-01	 2.712E+02
   8.400	 4.672E-02	-7.456E-03	-1.526E-05	-1.012E+00	 5.299E-01	 7.897E-01	-2.526E-01	-1.455E+00	-1.928E-01	 2.799E+02
   8.500	 1.095E-02	-3.121E-03	 0.000E+00	-8.048E-01	 5.445E-01	 5.702E-01	-4.591E-01	-1.661E+00	 1.211E-02	 2.885E+02
   8.600	-2.714E-02	 6.894E-04	-7.629E-06	-5.636E-01	 5.271E-01	 3.406E-01	-6.266E-01	-1.785E+00	 1.967E-01	 2.971E+02
   8.700	-6.631E-02	 3.320E-03	-3.052E-05	-2.939E-01	 4.689E-01	 1.561E-01	-6.868E-01	-1.867E+00	 3.075E-01	 3.057E+02
   8.800	-1.047E-01	 4.696E-03	-8.392E-05	-3.092E-02	 3.786E-01	 4.584E-02	-6.212E-01	-1.949E+00	 3.322E-01	 3.142E+02
   8.900	-1.401E-01	 5.298E-03	-1.450E-04	 2.245E-01	 2.678E-01	-5.016E-02	-4.773E-01	-2.019E+00	 2.968E-01	 3.228E+02
   9.000	-1.705E-01	 5.534E-03	-2.136E-04	 4.677E-01	 1.507E-01	-1.779E-01	-3.226E-01	-2.041E+00	 2.449E-01	 3.313E+02
   9.100	-1.944E-01	 5.444E-03	-2.747E-04	 6.616E-01	 5.536E-02	-3.784E-01	-2.192E-01	-2.008E+00	 2.265E-01	 3.398E+02
   9.200	-2.108E-01	 4.667E-03	-3.281E-04	 7.920E-01	-1.327E-02	-6.275E-01	-2.053E-01	-1.960E+00	 2.777E-01	 3.483E+02
   9.300	-2.192E-01	 2.763E-03	-3.510E-04	 8.535E-01	-6.426E-02	-8.911E-01	-2.794E-01	-1.920E+00	 3.932E-01	 3.568E+02
   9.400	-2.198E-01	-3.955E-04	-3.586E-04	 8.085E-01	-9.752E-02	-1.140E+00	-3.910E-01	-1.860E+00	 5.368E-01	 5.314E+00
   9.500	-2.129E-01	-4.460E-03	-3.357E-04	 6.662E-01	-1.295E-01	-1.347E+00	-4.702E-01	-1.763E+00	 6.552E-01	 1.377E+01
   9.600	-1.994E-01	-8.666E-03	-2.899E-04	 5.098E-01	-1.857E-01	-1.523E+00	-4.654E-01	-1.630E+00	 7.034E-01	 2.221E+01
   9.700	-1.802E-01	-1.228E-02	-2.365E-04	 3.548E-01	-2.573E-01	-1.648E+00	-3.478E-01	-1.486E+00	 6.647E-01	 3.063E+01
   9.800	-1.564E-01	-1.489E-02	-1.831E-04	 1.882E-01	-3.338E-01	-1.730E+00	-1.528E-01	-1.314E+00	 5.527E-01	 3.903E+01
   9.900	-1.289E-01	-1.669E-02	-1.221E-04	 2.341E-02	-4.025E-01	-1.781E+00	 6.278E-02	-1.099E+00	 4.131E-01	 4.741E+01
  10.000	-9.888E-02	-1.828E-02	-7.629E-05	-1.308E-01	-4.481E-01	-1.805E+00	 2.300E-01	-8.622E-01	 2.926E-01	 5.576E+01
  10.100	-6.770E-02	-2.024E-02	-3.815E-05	-2.662E-01	-4.585E-01	-1.818E+00	 3.003E-01	-6.060E-01	 2.319E-01	 6.410E+01
  10.200	-3.667E-02	-2.266E-02	-1.526E-05	-3.807E-01	-4.390E-01	-1.834E+00	 2.796E-01	-3.707E-01	 2.381E-01	 7.241E+01
  10.300	-6.818E-03	-2.505E-02	-7.629E-06	-4.875E-01	-4.084E-01	-1.847E+00	 2.095E-01	-1.547E-01	 2.846E-01	 8.071E+01
  10.400	 2.088E-02	-2.656E-02	-7.629E-06	-6.039E-01	-3.825E-01	-1.831E+00	 1.442E-01	 1.817E-02	 3.249E-01	 8.898E+01
  10.500	 4.556E-02	-2.652E-02	-2.289E-05	-6.990E-01	-3.696E-01	-1.784E+00	 1.384E-01	 1.280E-01	 3.145E-01	 9.724E+01
  10.600	 6.637E-02	-2.474E-02	-3.815E-05	-7.883E-01	-3.722E-01	-1.728E+00	 2.210E-01	 1.876E-01	 2.295E-01	 1.055E+02
  10.700	 8.231E-02	-2.170E-02	-5.341E-05	-8.623E-01	-3.743E-01	-1.672E+00	 3.772E-01	 2.052E-01	 8.603E-02	 1.137E+02
  10.800	 9.245E-02	-1.816E-02	-6.866E-05	-9.217E-01	-3.703E-01	-1.606E+00	 5.498E-01	 2.095E-01	-7.574E-02	 1.219E+02
  10.900	 9.641E-02	-1.476E-02	-6.866E-05	-9.559E-01	-3.481E-01	-1.511E+00	 6.817E-01	 2.577E-01	-2.135E-01	 1.301E+02
  11.000	 9.405E-02	-1.179E-02	-6.866E-05	-9.772E-01	-3.080E-01	-1.382E+00	 7.202E-01	 3.279E-01	-3.035E-01	 1.383E+02
  11.100	 8.540E-02	-9.049E-03	-5.341E-05	-1.030E+00	-2.394E-01	-1.234E+00	 6.647E-01	 3.885E-01	-3.193E-01	 1.464E+02
  11.200	 7.133E-02	-6.203E-03	-3.815E-05	-1.133E+00	-1.478E-01	-1.058E+00	 5.457E-01	 4.385E-01	-2.800E-01	 1.546E+02
  11.300	 5.314E-02	-3.034E-03	-2.289E-05	-1.248E+00	-5.614E-02	-8.417E-01	 4.081E-01	 4.597E-01	-2.408E-01	 1.627E+02
  11.400	 3.177E-02	 3.471E-04	-7.629E-06	-1.354E+00	 2.674E-02	-5.997E-01	 3.068E-01	 4.442E-01	-2.358E-01	 1.708E+02
  11.500	 8.047E-03	 3.411E-03	 0.000E+00	-1.482E+00	 9.761E-02	-3.551E-01	 2.795E-01	 3.758E-01	-2.793E-01	 1.789E+02
  11.600	-1.678E-02	 5.590E-03	 0.000E+00	-1.635E+00	 1.586E-01	-1.023E-01	 3.214E-01	 2.725E-01	-3.681E-01	 1.870E+02
  11.700	-4.129E-02	 6.693E-03	-1.526E-05	-1.764E+00	 2.074E-01	 1.435E-01	 3.850E-01	 1.593E-01	-4.775E-01	 1.951E+02
  11.800	-6.427E-02	 6.900E-03	-3.052E-05	-1.815E+00	 2.487E-01	 3.680E-01	 4.200E-01	 4.411E-02	-5.636E-01	 2.031E+02
  11.900	-8.471E-02	 6.540E-03	-5.341E-05	-1.794E+00	 2.973E-01	 5.616E-01	 3.835E-01	-7.714E-02	-5.892E-01	 2.112E+02
  12.000	-1.019E-01	 5.964E-03	-7.629E-05	-1.747E+00	 3.619E-01	 6.943E-01	 2.616E-01	-2.128E-01	-5.463E-01	 2.192E+02
  12.100	-1.152E-01	 5.182E-03	-9.918E-05	-1.699E+00	 4.404E-01	 7.429E-01	 8.412E-02	-3.511E-01	-4.433E-01	 2.273E+02
  12.200	-1.240E-01	 3.810E-03	-1.144E-04	-1.616E+00	 5.122E-01	 7.408E-01	-1.011E-01	-4.706E-01	-3.190E-01	 2.353E+02
  12.300	-1.278E-01	 1.361E-03	-1.221E-04	-1.477E+00	 5.598E-01	 7.144E-01	-2.413E-01	-6.247E-01	-2.162E-01	 2.433E+02
  12.400	-1.268E-01	-2.447E-03	-1.221E-04	-1.307E+00	 5.688E-01	 6.541E-01	-3.010E-01	-7.899E-01	-1.640E-01	 2.513E+02
  12.500	-1.214E-01	-7.431E-03	-1.068E-04	-1.153E+00	 5.403E-01	 5.333E-01	-2.811E-01	-9.494E-01	-1.747E-01	 2.593E+02
  12.600	-1.122E-01	-1.288E-02	-9.155E-05	-1.035E+00	 5.044E-01	 4.010E-01	-2.082E-01	-1.082E+00	-2.057E-01	 2.673E+02
  12.700	-9.964E-02	-1.788E-02	-7.629E-05	-9.114E-01	 4.624E-01	 2.624E-01	-1.524E-01	-1.212E+00	-2.303E-01	 2.752E+02
  12.800	-8.418E-02	-2.164E-02	-5.341E-05	-7.443E-01	 4.343E-01	 9.917E-02	-1.469E-01	-1.338E+00	-2.053E-01	 2.832E+02
  12.900	-6.647E-02	-2.394E-02	-3.815E-05	-5.571E-01	 4.213E-01	-5.346E-02	-2.110E-01	-1.462E+00	-1.129E-01	 2.911E+02
  13.000	-4.724E-02	-2.498E-02	-2.289E-05	-3.602E-01	 4.159E-01	-1.932E-01	-3.381E-01	-1.594E+00	 2.565E-02	 2.990E+02
  13.100	-2.747E-02	-2.522E-02	-7.629E-06	-1.697E-01	 4.049E-01	-3.007E-01	-4.742E-01	-1.719E+00	 1.767E-01	 3.070E+02
  13.200	-8.120E-03	-2.511E-02	-7.629E-06	 8.149E-03	 3.686E-01	-3.778E-01	-5.773E-01	-1.833E+00	 2.919E-01	 3.148E+02
  13.300	 1.005E-02	-2.492E-02	-7.629E-06	 1.773E-01	 3.103E-01	-4.302E-01	-5.969E-01	-1.957E+00	 3.674E-01	 3.227E+02
  13.400	 2.618E-02	-2.450E-02	-7.629E-06	 3.345E-01	 2.234E-01	-4.931E-01	-5.370E-01	-2.085E+00	 3.895E-01	 3.306E+02
  13.500	 3.959E-02	-2.357E-02	-1.526E-05	 4.621E-01	 1.290E-01	-5.646E-01	-4.221E-01	-2.167E+00	 3.772E-01	 3.385E+02
  13.600	 4.984E-02	-2.204E-02	-2.289E-05	 5.332E-01	 3.474E-02	-6.392E-01	-3.019E-01	-2.161E+00	 3.572E-01	 3.463E+02
  13.700	 5.649E-02	-2.015E-02	-3.052E-05	 5.402E-01	-4.668E-02	-7.450E-01	-2.248E-01	-2.081E+00	 3.577E-01	 3.541E+02
  13.800	 5.921E-02	-1.831E-02	-3.052E-05	 5.302E-01	-9.585E-02	-8.572E-01	-2.061E-01	-1.967E+00	 4.001E-01	 1.909E+00
  13.900	 5.787E-02	-1.686E-02	-3.052E-05	 5.542E-01	-1.286E-01	-9.535E-01	-2.492E-01	-1.828E+00	 4.689E-01	 9.691E+00
  14.000	 5.267E-02	-1.570E-02	-2.289E-05	 5.927E-01	-1.486E-01	-1.070E+00	-3.085E-01	-1.641E+00	 5.554E-01	 1.746E+01
  14.100	 4.381E-02	-1.441E-02	-1.526E-05	 6.190E-01	-1.726E-01	-1.203E+00	-3.409E-01	-1.405E+00	 6.195E-01	 2.522E+01
  14.200	 3.175E-02	-1.254E-02	-7.629E-06	 5.918E-01	-2.174E-01	-1.322E+00	-3.163E-01	-1.140E+00	 6.305E-01	 3.296E+01
  14.300	 1.722E-02	-9.857E-03	 0.000E+00	 5.380E-01	-2.861E-01	-1.451E+00	-2.119E-01	-8.840E-01	 5.896E-01	 4.069E+01
  14.400	 1.072E-03	-6.612E-03	 0.000E+00	 4.744E-01	-3.675E-01	-1.614E+00	-4.724E-02	-6.534E-01	 5.060E-01	 4.840E+01
  14.500	-1.592E-02	-3.300E-03	 0.000E+00	 3.766E-01	-4.395E-01	-1.779E+00	 1.249E-01	-4.206E-01	 4.054E-01	 5.610E+01
  14.600	-3.300E-02	-5.798E-04	-7.629E-06	 2.339E-01	-4.856E-01	-1.911E+00	 2.583E-01	-1.792E-01	 3.153E-01	 6.380E+01
  14.700	-4.956E-02	 9.594E-04	-1.526E-05	 9.075E-02	-4.965E-01	-2.014E+00	 3.251E-01	 4.309E-02	 2.574E-01	 7.147E+01
  14.800	-6.511E-02	 1.140E-03	-3.052E-05	-2.687E-02	-4.716E-01	-2.100E+00	 3.229E-01	 2.366E-01	 2.362E-01	 7.914E+01
  14.900	-7.874E-02	 2.635E-04	-4.578E-05	-1.316E-01	-4.269E-01	-2.138E+00	 2.825E-01	 4.016E-01	 2.363E-01	 8.679E+01
  15.000	-8.946E-02	-1.148E-03	-5.341E-05	-2.387E-01	-3.927E-01	-2.102E+00	 2.467E-01	 5.563E-01	 2.242E-01	 9.442E+01
  15.100	-9.670E-02	-2.733E-03	-6.866E-05	-3.462E-01	-3.687E-01	-2.003E+00	 2.583E-01	 6.394E-01	 1.844E-01	 1.020E+02
  15.200	-1.002E-01	-4.334E-03	-6.866E-05	-4.795E-01	-3.590E-01	-1.864E+00	 3.301E-01	 6.764E-01	 1.128E-01	 1.097E+02
  15.300	-9.967E-02	-6.174E-03	-6.866E-05	-6.461E-01	-3.571E-01	-1.709E+00	 4.483E-01	 6.823E-01	 1.013E-02	 1.173E+02
  15.400	-9.507E-02	-8.478E-03	-6.866E-05	-8.079E-01	-3.606E-01	-1.552E+00	 5.674E-01	 6.292E-01	-1.073E-01	 1.249E+02
  15.500	-8.711E-02	-1.131E-02	-5.341E-05	-9.576E-01	-3.490E-01	-1.407E+00	 6.449E-01	 5.591E-01	-2.079E-01	 1.324E+02
  15.600	-7.652E-02	-1.453E-02	-4.578E-05	-1.116E+00	-3.016E-01	-1.273E+00	 6.555E-01	 4.936E-01	-2.702E-01	 1.400E+02
  15.700	-6.399E-02	-1.770E-02	-3.052E-05	-1.271E+00	-2.221E-01	-1.132E+00	 5.972E-01	 4.298E-01	-2.959E-01	 1.476E+02
  15.800	-5.022E-02	-2.038E-02	-2.289E-05	-1.401E+00	-1.183E-01	-9.603E-01	 4.962E-01	 3.503E-01	-2.895E-01	 1.551E+02
  15.900	-3.572E-02	-2.233E-02	-1.526E-05	-1.488E+00	-1.965E-02	-7.574E-01	 3.932E-01	 2.547E-01	-2.760E-01	 1.627E+02
