
These predictions were generated by FAST (v6.01, 12-Aug-2005) on 20-Dec-2013 at 13:35:20.
The aerodynamic calculations were made by AeroDyn (12.58, 28-Jun-2005).

 NREL 5.0 MW Baseline Wind Turbine for Use in Offshore Analysis.

    Time	TTDspFA	TTDspSS	TTDspAx	TipDxb1	TipDyb1	TipDxb2	TipDyb2	TipDxb3	TipDyb3	LSSTipPxa
  74.200	-2.599E-02	 8.611E-03	-7.629E-06	 1.277E-01	-3.958E-01	-1.896E+00	 4.127E-01	 5.429E-01	 8.683E-02	 1.073E+02
  74.300	-1.283E-02	 1.026E-02	 0.000E+00	-4.410E-02	-4.006E-01	-1.897E+00	 4.550E-01	 6.911E-01	 3.644E-02	 1.143E+02
  74.400	 8.955E-04	 1.077E-02	 0.000E+00	-2.231E-01	-3.902E-01	-1.887E+00	 4.993E-01	 7.644E-01	-1.100E-02	 1.214E+02
  74.500	 1.444E-02	 1.025E-02	 0.000E+00	-3.832E-01	-3.606E-01	-1.861E+00	 5.339E-01	 7.817E-01	-7.162E-02	 1.284E+02
  74.600	 2.716E-02	 8.776E-03	-7.629E-06	-5.153E-01	-3.036E-01	-1.791E+00	 5.589E-01	 7.774E-01	-1.392E-01	 1.354E+02
  74.700	 3.826E-02	 6.324E-03	-1.526E-05	-6.180E-01	-2.332E-01	-1.674E+00	 5.580E-01	 7.745E-01	-2.129E-01	 1.424E+02
  74.800	 4.722E-02	 2.961E-03	-1.526E-05	-7.250E-01	-1.498E-01	-1.532E+00	 5.461E-01	 8.058E-01	-2.737E-01	 1.494E+02
  74.900	 5.381E-02	-1.156E-03	-2.289E-05	-8.103E-01	-7.439E-02	-1.373E+00	 5.282E-01	 8.541E-01	-3.192E-01	 1.564E+02
  75.000	 5.794E-02	-5.818E-03	-2.289E-05	-8.690E-01	-2.767E-02	-1.191E+00	 5.046E-01	 8.768E-01	-3.517E-01	 1.633E+02
  75.100	 5.954E-02	-1.078E-02	-3.052E-05	-9.255E-01	 4.282E-03	-9.899E-01	 4.907E-01	 8.782E-01	-3.629E-01	 1.703E+02
  75.200	 5.872E-02	-1.580E-02	-3.052E-05	-1.021E+00	 2.778E-02	-7.798E-01	 4.755E-01	 9.005E-01	-3.758E-01	 1.773E+02
  75.300	 5.567E-02	-2.053E-02	-3.052E-05	-1.165E+00	 6.537E-02	-5.859E-01	 4.551E-01	 9.366E-01	-3.948E-01	 1.842E+02
  75.400	 5.075E-02	-2.464E-02	-2.289E-05	-1.318E+00	 1.281E-01	-3.897E-01	 4.264E-01	 9.630E-01	-4.177E-01	 1.912E+02
  75.500	 4.443E-02	-2.794E-02	-2.289E-05	-1.424E+00	 2.050E-01	-1.899E-01	 3.748E-01	 9.470E-01	-4.521E-01	 1.982E+02
  75.600	 3.702E-02	-3.039E-02	-1.526E-05	-1.492E+00	 2.954E-01	 2.433E-04	 3.087E-01	 8.853E-01	-4.804E-01	 2.051E+02
  75.700	 2.867E-02	-3.215E-02	-1.526E-05	-1.566E+00	 3.794E-01	 1.749E-01	 2.334E-01	 7.951E-01	-4.960E-01	 2.121E+02
  75.800	 1.966E-02	-3.330E-02	-1.526E-05	-1.666E+00	 4.442E-01	 3.449E-01	 1.572E-01	 6.924E-01	-4.877E-01	 2.190E+02
  75.900	 1.041E-02	-3.375E-02	-7.629E-06	-1.741E+00	 4.839E-01	 5.177E-01	 8.787E-02	 5.689E-01	-4.561E-01	 2.260E+02
  76.000	 1.278E-03	-3.348E-02	-7.629E-06	-1.751E+00	 4.912E-01	 7.025E-01	 1.917E-02	 4.045E-01	-4.092E-01	 2.329E+02
  76.100	-7.553E-03	-3.244E-02	-7.629E-06	-1.711E+00	 4.856E-01	 8.269E-01	-3.621E-02	 1.967E-01	-3.517E-01	 2.399E+02
  76.200	-1.574E-02	-3.064E-02	-7.629E-06	-1.662E+00	 4.849E-01	 8.909E-01	-8.543E-02	-1.062E-02	-2.955E-01	 2.469E+02
  76.300	-2.281E-02	-2.817E-02	-7.629E-06	-1.611E+00	 4.974E-01	 9.070E-01	-1.367E-01	-2.109E-01	-2.505E-01	 2.538E+02
  76.400	-2.842E-02	-2.517E-02	-7.629E-06	-1.521E+00	 5.227E-01	 9.096E-01	-1.871E-01	-4.042E-01	-2.159E-01	 2.608E+02
  76.500	-3.255E-02	-2.177E-02	-7.629E-06	-1.367E+00	 5.442E-01	 9.376E-01	-2.446E-01	-6.035E-01	-1.923E-01	 2.677E+02
  76.600	-3.530E-02	-1.801E-02	-7.629E-06	-1.183E+00	 5.614E-01	 9.531E-01	-3.002E-01	-7.756E-01	-1.606E-01	 2.746E+02
  76.700	-3.678E-02	-1.393E-02	-7.629E-06	-1.032E+00	 5.637E-01	 9.515E-01	-3.514E-01	-8.897E-01	-1.126E-01	 2.816E+02
  76.800	-3.657E-02	-9.623E-03	-7.629E-06	-8.923E-01	 5.481E-01	 9.312E-01	-3.863E-01	-9.455E-01	-4.005E-02	 2.885E+02
  76.900	-3.442E-02	-5.255E-03	-7.629E-06	-7.068E-01	 4.977E-01	 9.099E-01	-4.175E-01	-9.634E-01	 3.635E-02	 2.954E+02
  77.000	-3.044E-02	-1.012E-03	-7.629E-06	-5.097E-01	 4.319E-01	 8.558E-01	-4.348E-01	-9.860E-01	 1.158E-01	 3.023E+02
  77.100	-2.495E-02	 2.894E-03	-7.629E-06	-3.470E-01	 3.692E-01	 7.737E-01	-4.365E-01	-1.015E+00	 1.872E-01	 3.093E+02
  77.200	-1.818E-02	 6.308E-03	 0.000E+00	-2.257E-01	 3.167E-01	 6.758E-01	-4.331E-01	-1.021E+00	 2.353E-01	 3.162E+02
  77.300	-1.029E-02	 9.061E-03	 0.000E+00	-1.062E-01	 2.806E-01	 5.933E-01	-4.272E-01	-1.021E+00	 2.661E-01	 3.231E+02
  77.400	-1.478E-03	 1.095E-02	 0.000E+00	 6.183E-02	 2.556E-01	 5.486E-01	-4.209E-01	-1.052E+00	 2.897E-01	 3.300E+02
  77.500	 7.945E-03	 1.203E-02	 0.000E+00	 2.735E-01	 2.314E-01	 5.640E-01	-4.171E-01	-1.120E+00	 3.177E-01	 3.369E+02
  77.600	 1.783E-02	 1.249E-02	 0.000E+00	 4.559E-01	 1.950E-01	 5.964E-01	-4.137E-01	-1.175E+00	 3.605E-01	 3.438E+02
  77.700	 2.806E-02	 1.226E-02	-7.629E-06	 5.985E-01	 1.311E-01	 6.094E-01	-4.117E-01	-1.189E+00	 4.141E-01	 3.507E+02
  77.800	 3.843E-02	 1.120E-02	-1.526E-05	 7.349E-01	 5.098E-02	 5.799E-01	-3.974E-01	-1.195E+00	 4.810E-01	 3.577E+02
  77.900	 4.864E-02	 9.161E-03	-1.526E-05	 8.908E-01	-3.988E-02	 5.181E-01	-3.689E-01	-1.208E+00	 5.452E-01	 4.579E+00
  78.000	 5.828E-02	 6.084E-03	-2.289E-05	 1.053E+00	-1.324E-01	 4.187E-01	-3.287E-01	-1.196E+00	 5.920E-01	 1.150E+01
  78.100	 6.674E-02	 2.032E-03	-3.815E-05	 1.209E+00	-2.098E-01	 2.817E-01	-2.722E-01	-1.151E+00	 6.128E-01	 1.843E+01
  78.200	 7.355E-02	-2.769E-03	-3.815E-05	 1.333E+00	-2.589E-01	 8.922E-02	-2.028E-01	-1.061E+00	 6.057E-01	 2.536E+01
  78.300	 7.872E-02	-7.983E-03	-4.578E-05	 1.415E+00	-2.909E-01	-1.271E-01	-1.363E-01	-9.233E-01	 5.731E-01	 3.229E+01
  78.400	 8.228E-02	-1.329E-02	-5.341E-05	 1.426E+00	-3.155E-01	-3.335E-01	-7.644E-02	-7.527E-01	 5.281E-01	 3.923E+01
  78.500	 8.406E-02	-1.845E-02	-6.104E-05	 1.411E+00	-3.362E-01	-5.273E-01	-1.836E-02	-5.686E-01	 4.892E-01	 4.618E+01
  78.600	 8.393E-02	-2.336E-02	-6.104E-05	 1.436E+00	-3.665E-01	-7.062E-01	 3.928E-02	-3.897E-01	 4.559E-01	 5.312E+01
  78.700	 8.185E-02	-2.785E-02	-6.104E-05	 1.452E+00	-4.080E-01	-8.791E-01	 1.013E-01	-2.186E-01	 4.304E-01	 6.008E+01
  78.800	 7.789E-02	-3.174E-02	-5.341E-05	 1.424E+00	-4.493E-01	-9.959E-01	 1.688E-01	-5.927E-02	 4.140E-01	 6.704E+01
  78.900	 7.226E-02	-3.486E-02	-4.578E-05	 1.329E+00	-4.851E-01	-1.015E+00	 2.295E-01	 8.411E-02	 3.950E-01	 7.400E+01
  79.000	 6.531E-02	-3.701E-02	-4.578E-05	 1.237E+00	-5.059E-01	-9.805E-01	 2.843E-01	 2.199E-01	 3.667E-01	 8.097E+01
  79.100	 5.745E-02	-3.811E-02	-3.815E-05	 1.185E+00	-5.037E-01	-9.662E-01	 3.330E-01	 3.589E-01	 3.186E-01	 8.795E+01
  79.200	 4.916E-02	-3.802E-02	-3.052E-05	 1.139E+00	-4.770E-01	-9.799E-01	 3.762E-01	 5.378E-01	 2.508E-01	 9.494E+01
  79.300	 4.116E-02	-3.670E-02	-2.289E-05	 1.073E+00	-4.308E-01	-9.932E-01	 4.190E-01	 7.288E-01	 1.687E-01	 1.019E+02
  79.400	 3.409E-02	-3.431E-02	-1.526E-05	 9.723E-01	-3.831E-01	-9.967E-01	 4.587E-01	 9.135E-01	 7.793E-02	 1.090E+02
  79.500	 2.835E-02	-3.117E-02	-1.526E-05	 8.526E-01	-3.392E-01	-9.972E-01	 4.991E-01	 1.112E+00	-5.020E-03	 1.160E+02
  79.600	 2.413E-02	-2.756E-02	-7.629E-06	 7.277E-01	-3.128E-01	-1.003E+00	 5.351E-01	 1.299E+00	-7.654E-02	 1.230E+02
  79.700	 2.143E-02	-2.367E-02	-7.629E-06	 5.957E-01	-2.967E-01	-1.022E+00	 5.640E-01	 1.454E+00	-1.372E-01	 1.301E+02
  79.800	 2.032E-02	-1.965E-02	-7.629E-06	 3.992E-01	-2.723E-01	-1.033E+00	 5.884E-01	 1.568E+00	-1.810E-01	 1.371E+02
  79.900	 2.082E-02	-1.548E-02	-7.629E-06	 1.919E-01	-2.376E-01	-9.916E-01	 5.957E-01	 1.599E+00	-2.171E-01	 1.442E+02
  80.000	 2.278E-02	-1.118E-02	-7.629E-06	-2.257E-02	-1.889E-01	-8.827E-01	 5.827E-01	 1.565E+00	-2.614E-01	 1.513E+02
  80.100	 2.578E-02	-6.799E-03	-7.629E-06	-2.285E-01	-1.163E-01	-7.579E-01	 5.639E-01	 1.503E+00	-3.091E-01	 1.584E+02
  80.200	 2.945E-02	-2.550E-03	-7.629E-06	-4.182E-01	-3.231E-02	-6.371E-01	 5.349E-01	 1.447E+00	-3.612E-01	 1.655E+02
  80.300	 3.360E-02	 1.344E-03	-7.629E-06	-6.175E-01	 5.163E-02	-4.900E-01	 4.982E-01	 1.383E+00	-4.092E-01	 1.726E+02
  80.400	 3.803E-02	 4.671E-03	-1.526E-05	-7.729E-01	 1.240E-01	-3.048E-01	 4.564E-01	 1.302E+00	-4.455E-01	 1.797E+02
  80.500	 4.224E-02	 7.175E-03	-1.526E-05	-8.606E-01	 1.773E-01	-1.140E-01	 4.092E-01	 1.174E+00	-4.654E-01	 1.868E+02
  80.600	 4.578E-02	 8.815E-03	-1.526E-05	-8.994E-01	 2.238E-01	 3.607E-02	 3.730E-01	 1.045E+00	-4.614E-01	 1.939E+02
  80.700	 4.848E-02	 9.631E-03	-1.526E-05	-8.920E-01	 2.601E-01	 1.549E-01	 3.318E-01	 9.303E-01	-4.475E-01	 2.010E+02
  80.800	 5.035E-02	 9.789E-03	-2.289E-05	-8.335E-01	 2.914E-01	 3.042E-01	 2.837E-01	 8.018E-01	-4.321E-01	 2.081E+02
  80.900	 5.143E-02	 9.398E-03	-2.289E-05	-7.436E-01	 3.278E-01	 4.465E-01	 2.319E-01	 6.635E-01	-4.123E-01	 2.152E+02
  81.000	 5.178E-02	 8.534E-03	-2.289E-05	-6.592E-01	 3.681E-01	 5.776E-01	 1.714E-01	 5.436E-01	-3.940E-01	 2.223E+02
  81.100	 5.165E-02	 7.177E-03	-2.289E-05	-6.135E-01	 4.180E-01	 6.851E-01	 1.106E-01	 4.624E-01	-3.736E-01	 2.295E+02
  81.200	 5.138E-02	 5.204E-03	-2.289E-05	-6.061E-01	 4.700E-01	 8.008E-01	 4.829E-02	 4.363E-01	-3.498E-01	 2.366E+02
  81.300	 5.123E-02	 2.556E-03	-2.289E-05	-6.265E-01	 5.157E-01	 9.466E-01	-1.782E-02	 4.176E-01	-3.255E-01	 2.437E+02
  81.400	 5.126E-02	-7.282E-04	-2.289E-05	-6.544E-01	 5.486E-01	 1.097E+00	-8.796E-02	 3.974E-01	-2.976E-01	 2.509E+02
  81.500	 5.140E-02	-4.581E-03	-2.289E-05	-6.711E-01	 5.703E-01	 1.223E+00	-1.579E-01	 3.461E-01	-2.626E-01	 2.581E+02
  81.600	 5.166E-02	-8.810E-03	-2.289E-05	-6.768E-01	 5.856E-01	 1.309E+00	-2.165E-01	 2.675E-01	-2.114E-01	 2.652E+02
  81.700	 5.221E-02	-1.322E-02	-2.289E-05	-6.451E-01	 5.831E-01	 1.365E+00	-2.718E-01	 1.794E-01	-1.529E-01	 2.724E+02
  81.800	 5.301E-02	-1.765E-02	-2.289E-05	-5.533E-01	 5.645E-01	 1.397E+00	-3.223E-01	 6.956E-02	-8.765E-02	 2.796E+02
  81.900	 5.380E-02	-2.190E-02	-2.289E-05	-4.131E-01	 5.389E-01	 1.430E+00	-3.621E-01	-5.550E-02	-1.366E-02	 2.868E+02
  82.000	 5.442E-02	-2.574E-02	-3.052E-05	-2.725E-01	 5.034E-01	 1.420E+00	-3.979E-01	-1.809E-01	 5.542E-02	 2.940E+02
  82.100	 5.502E-02	-2.895E-02	-3.052E-05	-1.304E-01	 4.683E-01	 1.364E+00	-4.232E-01	-2.946E-01	 1.216E-01	 3.012E+02
  82.200	 5.581E-02	-3.145E-02	-3.052E-05	 4.528E-02	 4.280E-01	 1.314E+00	-4.408E-01	-4.094E-01	 1.786E-01	 3.085E+02
  82.300	 5.678E-02	-3.309E-02	-3.052E-05	 2.527E-01	 3.844E-01	 1.262E+00	-4.476E-01	-5.197E-01	 2.295E-01	 3.157E+02
  82.400	 5.783E-02	-3.373E-02	-3.052E-05	 4.706E-01	 3.301E-01	 1.197E+00	-4.494E-01	-6.432E-01	 2.785E-01	 3.230E+02
  82.500	 5.898E-02	-3.341E-02	-3.815E-05	 6.563E-01	 2.696E-01	 1.117E+00	-4.404E-01	-7.944E-01	 3.368E-01	 3.303E+02
  82.600	 6.040E-02	-3.216E-02	-3.815E-05	 8.095E-01	 2.047E-01	 1.033E+00	-4.237E-01	-9.377E-01	 3.992E-01	 3.376E+02
  82.700	 6.237E-02	-3.016E-02	-3.815E-05	 9.572E-01	 1.292E-01	 9.555E-01	-4.050E-01	-1.056E+00	 4.565E-01	 3.449E+02
  82.800	 6.494E-02	-2.767E-02	-3.815E-05	 1.107E+00	 5.117E-02	 8.541E-01	-3.825E-01	-1.160E+00	 5.081E-01	 3.522E+02
  82.900	 6.770E-02	-2.493E-02	-3.815E-05	 1.242E+00	-2.176E-02	 7.539E-01	-3.533E-01	-1.245E+00	 5.489E-01	 3.595E+02
  83.000	 7.023E-02	-2.207E-02	-4.578E-05	 1.325E+00	-8.818E-02	 6.595E-01	-3.214E-01	-1.290E+00	 5.760E-01	 6.840E+00
  83.100	 7.225E-02	-1.921E-02	-4.578E-05	 1.376E+00	-1.479E-01	 5.698E-01	-2.814E-01	-1.270E+00	 5.934E-01	 1.419E+01
  83.200	 7.362E-02	-1.650E-02	-4.578E-05	 1.444E+00	-2.019E-01	 4.923E-01	-2.315E-01	-1.165E+00	 6.018E-01	 2.155E+01
  83.300	 7.428E-02	-1.389E-02	-4.578E-05	 1.513E+00	-2.481E-01	 3.896E-01	-1.724E-01	-1.014E+00	 6.025E-01	 2.892E+01
  83.400	 7.460E-02	-1.124E-02	-4.578E-05	 1.542E+00	-2.822E-01	 2.686E-01	-1.006E-01	-8.243E-01	 5.991E-01	 3.632E+01
  83.500	 7.495E-02	-8.615E-03	-4.578E-05	 1.525E+00	-3.282E-01	 1.417E-01	-4.117E-02	-5.727E-01	 5.712E-01	 4.371E+01
  83.600	 7.518E-02	-6.148E-03	-4.578E-05	 1.510E+00	-3.661E-01	-3.576E-02	 2.205E-02	-3.166E-01	 5.339E-01	 5.113E+01
  83.700	 7.529E-02	-4.006E-03	-4.578E-05	 1.566E+00	-3.959E-01	-2.632E-01	 9.172E-02	-9.104E-02	 4.956E-01	 5.856E+01
  83.800	 7.548E-02	-2.322E-03	-4.578E-05	 1.643E+00	-4.333E-01	-5.004E-01	 1.590E-01	 1.054E-01	 4.493E-01	 6.601E+01
  83.900	 7.598E-02	-1.171E-03	-4.578E-05	 1.677E+00	-4.506E-01	-7.018E-01	 2.430E-01	 3.063E-01	 4.128E-01	 7.348E+01
  84.000	 7.679E-02	-6.905E-04	-4.578E-05	 1.639E+00	-4.697E-01	-8.655E-01	 3.087E-01	 5.337E-01	 3.586E-01	 8.095E+01
  84.100	 7.789E-02	-8.663E-04	-4.578E-05	 1.518E+00	-4.728E-01	-9.936E-01	 3.712E-01	 7.361E-01	 2.968E-01	 8.845E+01
  84.200	 7.921E-02	-1.708E-03	-4.578E-05	 1.325E+00	-4.624E-01	-1.094E+00	 4.287E-01	 8.714E-01	 2.237E-01	 9.596E+01
  84.300	 8.039E-02	-3.119E-03	-5.341E-05	 1.086E+00	-4.395E-01	-1.152E+00	 4.715E-01	 9.323E-01	 1.438E-01	 1.035E+02
  84.400	 8.129E-02	-5.034E-03	-5.341E-05	 8.192E-01	-3.869E-01	-1.136E+00	 5.112E-01	 9.767E-01	 7.837E-02	 1.110E+02
  84.500	 8.172E-02	-7.435E-03	-5.341E-05	 5.304E-01	-3.373E-01	-1.060E+00	 5.288E-01	 1.039E+00	 4.579E-03	 1.186E+02
  84.600	 8.138E-02	-1.016E-02	-5.341E-05	 3.023E-01	-2.771E-01	-9.771E-01	 5.455E-01	 1.131E+00	-5.846E-02	 1.261E+02
  84.700	 8.008E-02	-1.309E-02	-5.341E-05	 1.679E-01	-2.257E-01	-8.714E-01	 5.535E-01	 1.215E+00	-1.172E-01	 1.337E+02
  84.800	 7.810E-02	-1.612E-02	-4.578E-05	 7.163E-02	-1.794E-01	-7.102E-01	 5.563E-01	 1.283E+00	-1.736E-01	 1.413E+02
  84.900	 7.595E-02	-1.918E-02	-4.578E-05	-7.132E-04	-1.264E-01	-5.136E-01	 5.658E-01	 1.374E+00	-2.209E-01	 1.489E+02
  85.000	 7.386E-02	-2.210E-02	-4.578E-05	-3.435E-02	-8.312E-02	-3.179E-01	 5.652E-01	 1.445E+00	-2.729E-01	 1.565E+02
  85.100	 7.208E-02	-2.465E-02	-4.578E-05	-8.073E-02	-2.942E-02	-1.634E-01	 5.630E-01	 1.460E+00	-3.164E-01	 1.641E+02
  85.200	 7.082E-02	-2.663E-02	-4.578E-05	-1.736E-01	 3.358E-02	-3.189E-02	 5.511E-01	 1.424E+00	-3.547E-01	 1.718E+02
  85.300	 7.004E-02	-2.790E-02	-4.578E-05	-2.931E-01	 9.388E-02	 8.249E-02	 5.063E-01	 1.350E+00	-3.946E-01	 1.794E+02
  85.400	 6.946E-02	-2.835E-02	-4.578E-05	-4.501E-01	 1.621E-01	 1.860E-01	 4.481E-01	 1.241E+00	-4.214E-01	 1.871E+02
  85.500	 6.869E-02	-2.802E-02	-3.815E-05	-6.301E-01	 2.345E-01	 2.264E-01	 3.795E-01	 1.099E+00	-4.359E-01	 1.948E+02
  85.600	 6.740E-02	-2.697E-02	-3.815E-05	-8.119E-01	 3.093E-01	 2.391E-01	 3.155E-01	 9.258E-01	-4.317E-01	 2.025E+02
  85.700	 6.529E-02	-2.523E-02	-3.815E-05	-9.702E-01	 3.685E-01	 2.766E-01	 2.544E-01	 7.429E-01	-4.220E-01	 2.102E+02
  85.800	 6.218E-02	-2.295E-02	-3.052E-05	-1.117E+00	 4.096E-01	 3.370E-01	 1.941E-01	 5.889E-01	-4.088E-01	 2.179E+02
  85.900	 5.800E-02	-2.025E-02	-3.052E-05	-1.231E+00	 4.439E-01	 4.253E-01	 1.411E-01	 4.322E-01	-3.894E-01	 2.256E+02
  86.000	 5.274E-02	-1.720E-02	-2.289E-05	-1.302E+00	 4.683E-01	 5.440E-01	 8.117E-02	 2.891E-01	-3.700E-01	 2.334E+02
  86.100	 4.656E-02	-1.390E-02	-1.526E-05	-1.334E+00	 4.965E-01	 6.787E-01	 1.912E-02	 1.641E-01	-3.417E-01	 2.411E+02
  86.200	 3.974E-02	-1.055E-02	-1.526E-05	-1.305E+00	 5.304E-01	 8.066E-01	-4.953E-02	 6.032E-02	-3.047E-01	 2.488E+02
  86.300	 3.257E-02	-7.298E-03	-7.629E-06	-1.223E+00	 5.664E-01	 8.868E-01	-1.233E-01	-4.223E-02	-2.559E-01	 2.565E+02
  86.400	 2.533E-02	-4.224E-03	-7.629E-06	-1.114E+00	 5.957E-01	 9.381E-01	-1.986E-01	-1.519E-01	-2.011E-01	 2.643E+02
  86.500	 1.848E-02	-1.455E-03	 0.000E+00	-9.836E-01	 6.057E-01	 9.449E-01	-2.662E-01	-2.707E-01	-1.406E-01	 2.720E+02
  86.600	 1.245E-02	 9.288E-04	 0.000E+00	-8.101E-01	 5.897E-01	 9.216E-01	-3.216E-01	-4.135E-01	-8.007E-02	 2.798E+02
  86.700	 7.327E-03	 2.943E-03	 0.000E+00	-6.351E-01	 5.491E-01	 8.809E-01	-3.570E-01	-6.070E-01	-1.752E-02	 2.875E+02
  86.800	 3.272E-03	 4.523E-03	 0.000E+00	-4.959E-01	 4.949E-01	 8.281E-01	-3.689E-01	-8.300E-01	 5.149E-02	 2.953E+02
  86.900	 4.124E-04	 5.615E-03	 0.000E+00	-3.959E-01	 4.333E-01	 7.725E-01	-3.786E-01	-1.041E+00	 1.184E-01	 3.030E+02
  87.000	-1.363E-03	 6.082E-03	 0.000E+00	-3.122E-01	 3.704E-01	 7.242E-01	-3.919E-01	-1.252E+00	 1.859E-01	 3.108E+02
  87.100	-2.322E-03	 5.736E-03	 0.000E+00	-2.333E-01	 3.175E-01	 6.668E-01	-4.114E-01	-1.465E+00	 2.493E-01	 3.185E+02
  87.200	-2.636E-03	 4.481E-03	 0.000E+00	-1.586E-01	 2.770E-01	 5.562E-01	-4.350E-01	-1.627E+00	 3.094E-01	 3.262E+02
  87.300	-2.511E-03	 2.402E-03	 0.000E+00	-8.812E-02	 2.389E-01	 4.177E-01	-4.595E-01	-1.740E+00	 3.646E-01	 3.340E+02
  87.400	-2.388E-03	-2.738E-04	 0.000E+00	-3.777E-02	 1.952E-01	 2.618E-01	-4.715E-01	-1.813E+00	 4.103E-01	 3.417E+02
  87.500	-2.549E-03	-3.352E-03	 0.000E+00	-8.062E-03	 1.443E-01	 1.262E-01	-4.522E-01	-1.852E+00	 4.505E-01	 3.494E+02
  87.600	-2.991E-03	-6.593E-03	 0.000E+00	 4.132E-02	 7.674E-02	-2.184E-02	-4.062E-01	-1.853E+00	 4.870E-01	 3.571E+02
  87.700	-3.748E-03	-9.823E-03	 0.000E+00	 1.327E-01	-1.286E-02	-1.757E-01	-3.438E-01	-1.822E+00	 5.119E-01	 4.845E+00
  87.800	-4.945E-03	-1.296E-02	 0.000E+00	 2.384E-01	-1.048E-01	-3.297E-01	-2.783E-01	-1.754E+00	 5.297E-01	 1.254E+01
  87.900	-6.592E-03	-1.602E-02	 0.000E+00	 3.454E-01	-1.895E-01	-4.814E-01	-2.188E-01	-1.639E+00	 5.444E-01	 2.022E+01
  88.000	-8.679E-03	-1.902E-02	 0.000E+00	 4.406E-01	-2.599E-01	-6.582E-01	-1.639E-01	-1.477E+00	 5.533E-01	 2.789E+01
  88.100	-1.114E-02	-2.181E-02	-7.629E-06	 5.246E-01	-3.034E-01	-8.817E-01	-1.129E-01	-1.273E+00	 5.589E-01	 3.555E+01
  88.200	-1.343E-02	-2.414E-02	-7.629E-06	 5.691E-01	-3.256E-01	-1.109E+00	-6.339E-02	-1.039E+00	 5.540E-01	 4.321E+01
  88.300	-1.492E-02	-2.565E-02	-7.629E-06	 5.727E-01	-3.473E-01	-1.301E+00	-1.358E-02	-8.006E-01	 5.295E-01	 5.086E+01
  88.400	-1.525E-02	-2.623E-02	-7.629E-06	 5.585E-01	-3.709E-01	-1.482E+00	 4.726E-02	-5.623E-01	 4.806E-01	 5.851E+01
  88.500	-1.444E-02	-2.609E-02	-7.629E-06	 5.562E-01	-3.953E-01	-1.681E+00	 1.199E-01	-3.373E-01	 4.082E-01	 6.615E+01
  88.600	-1.251E-02	-2.536E-02	-7.629E-06	 5.343E-01	-4.192E-01	-1.860E+00	 2.122E-01	-1.776E-01	 3.341E-01	 7.378E+01
  88.700	-9.572E-03	-2.430E-02	-7.629E-06	 4.581E-01	-4.446E-01	-1.958E+00	 3.099E-01	-8.616E-02	 2.620E-01	 8.141E+01
  88.800	-6.255E-03	-2.311E-02	-7.629E-06	 3.478E-01	-4.693E-01	-1.965E+00	 3.845E-01	-4.037E-02	 2.055E-01	 8.903E+01
  88.900	-3.029E-03	-2.192E-02	 0.000E+00	 1.969E-01	-4.683E-01	-1.937E+00	 4.340E-01	-6.379E-03	 1.745E-01	 9.665E+01
  89.000	-7.193E-05	-2.062E-02	 0.000E+00	 4.900E-03	-4.528E-01	-1.907E+00	 4.498E-01	 5.968E-02	 1.461E-01	 1.043E+02
  89.100	 2.438E-03	-1.890E-02	 0.000E+00	-2.000E-01	-4.202E-01	-1.880E+00	 4.418E-01	 1.540E-01	 1.072E-01	 1.118E+02
  89.200	 4.186E-03	-1.653E-02	 0.000E+00	-3.943E-01	-3.684E-01	-1.846E+00	 4.268E-01	 2.497E-01	 5.336E-02	 1.194E+02
  89.300	 4.956E-03	-1.349E-02	 0.000E+00	-6.058E-01	-3.084E-01	-1.804E+00	 4.272E-01	 3.014E-01	-2.189E-02	 1.270E+02
  89.400	 4.534E-03	-1.007E-02	 0.000E+00	-8.375E-01	-2.424E-01	-1.781E+00	 4.573E-01	 2.694E-01	-1.097E-01	 1.346E+02
  89.500	 2.647E-03	-6.721E-03	 0.000E+00	-1.036E+00	-1.900E-01	-1.777E+00	 5.054E-01	 2.213E-01	-1.995E-01	 1.421E+02
  89.600	-8.529E-04	-3.830E-03	 0.000E+00	-1.200E+00	-1.565E-01	-1.751E+00	 5.525E-01	 2.155E-01	-2.823E-01	 1.496E+02
  89.700	-6.217E-03	-1.525E-03	 0.000E+00	-1.323E+00	-1.319E-01	-1.709E+00	 5.776E-01	 2.485E-01	-3.474E-01	 1.571E+02
  89.800	-1.355E-02	 3.237E-04	 0.000E+00	-1.427E+00	-1.005E-01	-1.657E+00	 5.721E-01	 2.804E-01	-3.821E-01	 1.646E+02
  89.900	-2.240E-02	 1.875E-03	 0.000E+00	-1.498E+00	-4.836E-02	-1.557E+00	 5.377E-01	 2.734E-01	-3.850E-01	 1.721E+02
  90.000	-3.223E-02	 3.333E-03	-7.629E-06	-1.527E+00	 1.424E-02	-1.424E+00	 4.694E-01	 2.425E-01	-3.872E-01	 1.796E+02
  90.100	-4.244E-02	 4.706E-03	-1.526E-05	-1.552E+00	 9.944E-02	-1.279E+00	 4.019E-01	 2.053E-01	-3.876E-01	 1.870E+02
  90.200	-5.260E-02	 5.724E-03	-2.289E-05	-1.616E+00	 1.813E-01	-1.120E+00	 3.386E-01	 1.741E-01	-4.029E-01	 1.944E+02
  90.300	-6.207E-02	 6.222E-03	-3.052E-05	-1.693E+00	 2.566E-01	-9.583E-01	 2.929E-01	 1.344E-01	-4.276E-01	 2.018E+02
