
These predictions were generated by FAST (v6.01, 12-Aug-2005) on 20-Dec-2013 at 13:37:52.
The aerodynamic calculations were made by AeroDyn (12.58, 28-Jun-2005).

 NREL 5.0 MW Baseline Wind Turbine for Use in Offshore Analysis.

    Time	TTDspFA	TTDspSS	TTDspAx	TipDxb1	TipDyb1	TipDxb2	TipDyb2	TipDxb3	TipDyb3	LSSTipPxa
   (sec)	(m)	(m)	(m)	(m)	(m)	(m)	(m)	(m)	(m)	(deg)
   0.100	-5.306E-05	-1.507E-04	 0.000E+00	 2.150E-01	 1.960E-02	 9.792E-02	-4.833E-02	 9.450E-02	 1.209E-01	 5.721E+00
   0.200	 1.291E-03	-8.909E-04	 0.000E+00	 7.522E-01	-7.606E-03	 4.189E-01	-2.349E-01	 3.658E-01	 3.667E-01	 1.144E+01
   0.300	 7.004E-03	-2.112E-03	 0.000E+00	 1.526E+00	-9.393E-02	 9.985E-01	-4.683E-01	 8.164E-01	 6.388E-01	 1.717E+01
   0.400	 1.854E-02	-3.498E-03	 0.000E+00	 2.347E+00	-2.359E-01	 1.690E+00	-6.448E-01	 1.330E+00	 8.111E-01	 2.292E+01
   0.500	 3.599E-02	-4.485E-03	-7.629E-06	 3.008E+00	-4.021E-01	 2.247E+00	-6.756E-01	 1.752E+00	 8.113E-01	 2.868E+01
   0.600	 5.960E-02	-4.583E-03	-3.052E-05	 3.449E+00	-5.252E-01	 2.575E+00	-5.030E-01	 2.066E+00	 6.684E-01	 3.449E+01
   0.700	 8.971E-02	-4.019E-03	-6.104E-05	 3.721E+00	-6.088E-01	 2.767E+00	-2.280E-01	 2.353E+00	 4.053E-01	 4.033E+01
   0.800	 1.262E-01	-3.442E-03	-1.221E-04	 3.908E+00	-6.308E-01	 2.914E+00	 4.296E-02	 2.700E+00	 1.342E-01	 4.622E+01
   0.900	 1.681E-01	-3.793E-03	-2.136E-04	 4.036E+00	-6.224E-01	 3.028E+00	 1.889E-01	 3.087E+00	-5.600E-02	 5.216E+01
   1.000	 2.135E-01	-5.739E-03	-3.510E-04	 4.126E+00	-6.295E-01	 3.092E+00	 1.404E-01	 3.464E+00	-1.205E-01	 5.812E+01
   1.100	 2.609E-01	-9.251E-03	-5.188E-04	 4.240E+00	-6.406E-01	 3.143E+00	-3.865E-02	 3.821E+00	-3.191E-02	 6.413E+01
   1.200	 3.093E-01	-1.350E-02	-7.248E-04	 4.412E+00	-6.718E-01	 3.249E+00	-2.536E-01	 4.182E+00	 1.378E-01	 7.020E+01
   1.300	 3.578E-01	-1.702E-02	-9.689E-04	 4.615E+00	-7.167E-01	 3.438E+00	-3.810E-01	 4.531E+00	 2.884E-01	 7.632E+01
   1.400	 4.047E-01	-1.852E-02	-1.244E-03	 4.768E+00	-7.570E-01	 3.655E+00	-3.442E-01	 4.809E+00	 3.259E-01	 8.252E+01
   1.500	 4.481E-01	-1.766E-02	-1.518E-03	 4.844E+00	-7.992E-01	 3.796E+00	-1.623E-01	 4.983E+00	 1.889E-01	 8.876E+01
   1.600	 4.867E-01	-1.506E-02	-1.793E-03	 4.889E+00	-8.276E-01	 3.809E+00	 1.083E-01	 5.105E+00	-8.565E-02	 9.505E+01
   1.700	 5.194E-01	-1.218E-02	-2.045E-03	 4.920E+00	-8.332E-01	 3.729E+00	 3.572E-01	 5.232E+00	-4.031E-01	 1.014E+02
   1.800	 5.445E-01	-1.055E-02	-2.243E-03	 4.893E+00	-7.876E-01	 3.604E+00	 5.027E-01	 5.386E+00	-6.286E-01	 1.078E+02
   1.900	 5.607E-01	-1.089E-02	-2.373E-03	 4.774E+00	-6.871E-01	 3.492E+00	 5.110E-01	 5.541E+00	-6.745E-01	 1.143E+02
   2.000	 5.672E-01	-1.283E-02	-2.434E-03	 4.600E+00	-5.872E-01	 3.447E+00	 3.741E-01	 5.661E+00	-5.723E-01	 1.208E+02
   2.100	 5.636E-01	-1.517E-02	-2.411E-03	 4.416E+00	-5.135E-01	 3.502E+00	 1.662E-01	 5.718E+00	-3.939E-01	 1.274E+02
   2.200	 5.505E-01	-1.670E-02	-2.296E-03	 4.302E+00	-4.928E-01	 3.680E+00	-1.906E-02	 5.701E+00	-2.497E-01	 1.340E+02
   2.300	 5.289E-01	-1.667E-02	-2.121E-03	 4.269E+00	-5.077E-01	 3.968E+00	-8.962E-02	 5.627E+00	-2.204E-01	 1.407E+02
   2.400	 5.003E-01	-1.518E-02	-1.900E-03	 4.252E+00	-5.096E-01	 4.307E+00	-1.363E-03	 5.512E+00	-3.198E-01	 1.475E+02
   2.500	 4.658E-01	-1.299E-02	-1.648E-03	 4.210E+00	-4.696E-01	 4.601E+00	 2.011E-01	 5.372E+00	-5.136E-01	 1.544E+02
   2.600	 4.271E-01	-1.079E-02	-1.373E-03	 4.134E+00	-3.807E-01	 4.796E+00	 4.177E-01	 5.242E+00	-7.329E-01	 1.613E+02
   2.700	 3.859E-01	-8.997E-03	-1.129E-03	 4.054E+00	-2.732E-01	 4.891E+00	 5.240E-01	 5.143E+00	-9.133E-01	 1.682E+02
   2.800	 3.438E-01	-7.631E-03	-9.003E-04	 3.944E+00	-1.645E-01	 4.935E+00	 4.599E-01	 5.103E+00	-9.853E-01	 1.753E+02
   2.900	 3.023E-01	-6.459E-03	-6.943E-04	 3.791E+00	-6.008E-02	 4.977E+00	 2.512E-01	 5.099E+00	-9.169E-01	 1.824E+02
   3.000	 2.631E-01	-5.336E-03	-5.264E-04	 3.641E+00	 3.093E-02	 5.028E+00	-1.684E-02	 5.065E+00	-7.393E-01	 1.896E+02
   3.100	 2.278E-01	-4.456E-03	-3.967E-04	 3.500E+00	 1.082E-01	 5.061E+00	-2.304E-01	 4.924E+00	-5.234E-01	 1.968E+02
   3.200	 1.979E-01	-4.306E-03	-3.052E-04	 3.401E+00	 1.484E-01	 5.060E+00	-3.264E-01	 4.703E+00	-3.792E-01	 2.041E+02
   3.300	 1.748E-01	-5.333E-03	-2.365E-04	 3.350E+00	 1.612E-01	 5.022E+00	-2.846E-01	 4.472E+00	-3.720E-01	 2.115E+02
   3.400	 1.591E-01	-7.641E-03	-1.984E-04	 3.333E+00	 1.540E-01	 4.934E+00	-1.580E-01	 4.268E+00	-5.095E-01	 2.189E+02
   3.500	 1.506E-01	-1.070E-02	-1.755E-04	 3.328E+00	 1.670E-01	 4.795E+00	-7.941E-03	 4.064E+00	-6.949E-01	 2.264E+02
   3.600	 1.490E-01	-1.352E-02	-1.678E-04	 3.336E+00	 2.255E-01	 4.620E+00	 8.986E-02	 3.845E+00	-8.149E-01	 2.339E+02
   3.700	 1.543E-01	-1.505E-02	-1.831E-04	 3.357E+00	 3.147E-01	 4.418E+00	 6.498E-02	 3.672E+00	-8.077E-01	 2.416E+02
   3.800	 1.657E-01	-1.487E-02	-2.136E-04	 3.347E+00	 4.042E-01	 4.216E+00	-9.298E-02	 3.540E+00	-6.597E-01	 2.492E+02
   3.900	 1.822E-01	-1.342E-02	-2.518E-04	 3.278E+00	 4.549E-01	 4.048E+00	-3.387E-01	 3.421E+00	-4.258E-01	 2.569E+02
   4.000	 2.026E-01	-1.178E-02	-3.128E-04	 3.164E+00	 4.538E-01	 3.937E+00	-5.790E-01	 3.284E+00	-1.847E-01	 2.647E+02
   4.100	 2.257E-01	-1.111E-02	-3.815E-04	 3.047E+00	 4.097E-01	 3.876E+00	-7.207E-01	 3.146E+00	-1.730E-02	 2.725E+02
   4.200	 2.499E-01	-1.200E-02	-4.730E-04	 2.968E+00	 3.537E-01	 3.832E+00	-7.061E-01	 3.025E+00	 3.953E-02	 2.804E+02
   4.300	 2.737E-01	-1.409E-02	-5.646E-04	 2.914E+00	 3.126E-01	 3.765E+00	-5.576E-01	 2.907E+00	-6.873E-03	 2.883E+02
   4.400	 2.957E-01	-1.629E-02	-6.638E-04	 2.852E+00	 2.912E-01	 3.655E+00	-3.689E-01	 2.771E+00	-1.114E-01	 2.963E+02
   4.500	 3.150E-01	-1.742E-02	-7.553E-04	 2.787E+00	 2.817E-01	 3.501E+00	-2.418E-01	 2.623E+00	-2.003E-01	 3.043E+02
   4.600	 3.305E-01	-1.689E-02	-8.316E-04	 2.742E+00	 2.733E-01	 3.324E+00	-2.409E-01	 2.445E+00	-2.031E-01	 3.123E+02
   4.700	 3.411E-01	-1.486E-02	-8.774E-04	 2.708E+00	 2.604E-01	 3.166E+00	-3.649E-01	 2.231E+00	-7.997E-02	 3.204E+02
   4.800	 3.459E-01	-1.206E-02	-9.003E-04	 2.674E+00	 2.345E-01	 3.007E+00	-5.512E-01	 2.019E+00	 1.477E-01	 3.285E+02
   4.900	 3.439E-01	-9.305E-03	-8.926E-04	 2.640E+00	 1.917E-01	 2.854E+00	-7.116E-01	 1.828E+00	 4.086E-01	 3.366E+02
   5.000	 3.346E-01	-7.043E-03	-8.392E-04	 2.608E+00	 1.184E-01	 2.716E+00	-7.764E-01	 1.662E+00	 6.055E-01	 3.448E+02
   5.100	 3.180E-01	-5.091E-03	-7.553E-04	 2.584E+00	 1.180E-02	 2.560E+00	-7.185E-01	 1.545E+00	 6.679E-01	 3.530E+02
   5.200	 2.946E-01	-3.091E-03	-6.561E-04	 2.584E+00	-1.069E-01	 2.392E+00	-5.467E-01	 1.490E+00	 5.964E-01	 1.264E+00
   5.300	 2.656E-01	-8.671E-04	-5.341E-04	 2.624E+00	-2.095E-01	 2.187E+00	-3.140E-01	 1.486E+00	 4.460E-01	 9.526E+00
   5.400	 2.320E-01	 1.406E-03	-4.044E-04	 2.665E+00	-2.718E-01	 1.929E+00	-9.591E-02	 1.528E+00	 3.014E-01	 1.782E+01
   5.500	 1.953E-01	 3.130E-03	-2.899E-04	 2.641E+00	-2.980E-01	 1.649E+00	 3.353E-02	 1.592E+00	 2.292E-01	 2.615E+01
   5.600	 1.569E-01	 3.690E-03	-1.907E-04	 2.550E+00	-3.028E-01	 1.350E+00	 4.708E-02	 1.628E+00	 2.661E-01	 3.450E+01
   5.700	 1.182E-01	 2.889E-03	-1.068E-04	 2.452E+00	-3.190E-01	 1.089E+00	-3.713E-02	 1.620E+00	 3.819E-01	 4.287E+01
   5.800	 8.044E-02	 1.187E-03	-5.341E-05	 2.352E+00	-3.687E-01	 8.618E-01	-1.523E-01	 1.596E+00	 5.121E-01	 5.126E+01
   5.900	 4.475E-02	-5.714E-04	-1.526E-05	 2.175E+00	-4.313E-01	 6.724E-01	-1.974E-01	 1.569E+00	 6.019E-01	 5.966E+01
   6.000	 1.196E-02	-1.568E-03	 0.000E+00	 1.894E+00	-4.905E-01	 5.363E-01	-1.222E-01	 1.526E+00	 5.971E-01	 6.809E+01
   6.100	-1.696E-02	-1.514E-03	 0.000E+00	 1.587E+00	-5.251E-01	 4.442E-01	 7.396E-02	 1.429E+00	 4.880E-01	 7.655E+01
   6.200	-4.118E-02	-8.358E-04	-1.526E-05	 1.345E+00	-5.378E-01	 3.854E-01	 3.180E-01	 1.329E+00	 2.882E-01	 8.501E+01
   6.300	-6.026E-02	-4.351E-04	-3.052E-05	 1.149E+00	-5.215E-01	 3.402E-01	 5.255E-01	 1.296E+00	 6.120E-02	 9.348E+01
   6.400	-7.418E-02	-1.150E-03	-3.815E-05	 9.532E-01	-4.732E-01	 2.888E-01	 6.307E-01	 1.288E+00	-1.129E-01	 1.020E+02
   6.500	-8.294E-02	-3.294E-03	-5.341E-05	 7.834E-01	-4.031E-01	 2.372E-01	 6.118E-01	 1.236E+00	-1.802E-01	 1.104E+02
   6.600	-8.617E-02	-6.527E-03	-5.341E-05	 6.575E-01	-3.255E-01	 2.100E-01	 5.065E-01	 1.131E+00	-1.325E-01	 1.189E+02
   6.700	-8.370E-02	-1.002E-02	-5.341E-05	 5.758E-01	-2.623E-01	 2.071E-01	 3.720E-01	 1.017E+00	-2.852E-02	 1.274E+02
   6.800	-7.585E-02	-1.286E-02	-4.578E-05	 5.159E-01	-2.319E-01	 2.083E-01	 2.739E-01	 9.464E-01	 4.802E-02	 1.359E+02
   6.900	-6.324E-02	-1.455E-02	-3.052E-05	 4.760E-01	-2.220E-01	 1.929E-01	 2.657E-01	 8.859E-01	 4.004E-02	 1.444E+02
   7.000	-4.665E-02	-1.516E-02	-1.526E-05	 4.733E-01	-2.163E-01	 1.733E-01	 3.499E-01	 8.147E-01	-7.511E-02	 1.529E+02
   7.100	-2.706E-02	-1.512E-02	-7.629E-06	 4.634E-01	-1.855E-01	 1.649E-01	 4.923E-01	 7.312E-01	-2.618E-01	 1.614E+02
   7.200	-5.761E-03	-1.481E-02	 0.000E+00	 4.330E-01	-1.149E-01	 1.478E-01	 6.278E-01	 6.512E-01	-4.498E-01	 1.699E+02
   7.300	 1.593E-02	-1.421E-02	 0.000E+00	 4.143E-01	-1.570E-02	 9.175E-02	 6.892E-01	 5.946E-01	-5.825E-01	 1.785E+02
   7.400	 3.665E-02	-1.295E-02	-7.629E-06	 3.846E-01	 9.461E-02	 1.174E-02	 6.322E-01	 5.608E-01	-6.229E-01	 1.870E+02
   7.500	 5.506E-02	-1.069E-02	-2.289E-05	 3.044E-01	 1.915E-01	-4.270E-02	 4.659E-01	 5.279E-01	-5.636E-01	 1.955E+02
   7.600	 7.034E-02	-7.492E-03	-3.815E-05	 1.651E-01	 2.633E-01	-3.242E-02	 2.484E-01	 4.789E-01	-4.362E-01	 2.040E+02
   7.700	 8.209E-02	-3.814E-03	-4.578E-05	-1.406E-02	 3.160E-01	 2.882E-02	 5.885E-02	 4.314E-01	-2.984E-01	 2.125E+02
   7.800	 8.980E-02	-3.120E-04	-6.104E-05	-1.754E-01	 3.479E-01	 9.105E-02	-4.637E-02	 3.845E-01	-2.158E-01	 2.210E+02
   7.900	 9.287E-02	 2.363E-03	-6.104E-05	-3.158E-01	 3.684E-01	 1.475E-01	-4.863E-02	 3.148E-01	-2.200E-01	 2.295E+02
   8.000	 9.098E-02	 3.996E-03	-6.104E-05	-4.657E-01	 3.951E-01	 2.148E-01	 2.108E-02	 2.300E-01	-2.999E-01	 2.380E+02
   8.100	 8.413E-02	 4.999E-03	-5.341E-05	-5.985E-01	 4.291E-01	 2.843E-01	 8.782E-02	 1.235E-01	-4.170E-01	 2.464E+02
   8.200	 7.263E-02	 6.108E-03	-3.815E-05	-6.795E-01	 4.762E-01	 3.149E-01	 9.895E-02	 3.320E-02	-4.945E-01	 2.549E+02
   8.300	 5.682E-02	 7.882E-03	-2.289E-05	-6.915E-01	 5.259E-01	 2.972E-01	 1.821E-02	-5.367E-02	-4.825E-01	 2.633E+02
   8.400	 3.722E-02	 1.036E-02	-7.629E-06	-6.607E-01	 5.708E-01	 2.461E-01	-1.363E-01	-1.727E-01	-3.511E-01	 2.718E+02
   8.500	 1.440E-02	 1.305E-02	 0.000E+00	-6.228E-01	 5.837E-01	 2.219E-01	-3.301E-01	-3.011E-01	-1.481E-01	 2.802E+02
   8.600	-1.084E-02	 1.516E-02	 0.000E+00	-5.736E-01	 5.506E-01	 2.137E-01	-5.055E-01	-4.367E-01	 5.838E-02	 2.887E+02
   8.700	-3.757E-02	 1.594E-02	-1.526E-05	-4.859E-01	 4.850E-01	 1.964E-01	-6.001E-01	-5.856E-01	 2.120E-01	 2.971E+02
   8.800	-6.481E-02	 1.513E-02	-3.052E-05	-3.794E-01	 3.973E-01	 1.557E-01	-5.976E-01	-7.264E-01	 2.695E-01	 3.055E+02
   8.900	-9.137E-02	 1.303E-02	-6.104E-05	-2.740E-01	 3.169E-01	 7.825E-02	-5.058E-01	-8.278E-01	 2.493E-01	 3.139E+02
   9.000	-1.161E-01	 1.018E-02	-9.918E-05	-1.856E-01	 2.531E-01	-3.130E-02	-3.823E-01	-8.924E-01	 1.910E-01	 3.222E+02
   9.100	-1.378E-01	 7.174E-03	-1.450E-04	-1.383E-01	 2.072E-01	-1.631E-01	-2.822E-01	-9.402E-01	 1.515E-01	 3.306E+02
   9.200	-1.555E-01	 4.332E-03	-1.831E-04	-1.281E-01	 1.720E-01	-2.962E-01	-2.486E-01	-9.684E-01	 1.700E-01	 3.389E+02
   9.300	-1.686E-01	 1.602E-03	-2.136E-04	-1.429E-01	 1.262E-01	-3.898E-01	-2.992E-01	-9.595E-01	 2.501E-01	 3.473E+02
   9.400	-1.765E-01	-1.247E-03	-2.365E-04	-1.932E-01	 7.017E-02	-4.503E-01	-3.921E-01	-9.375E-01	 3.840E-01	 3.556E+02
   9.500	-1.795E-01	-4.327E-03	-2.441E-04	-2.637E-01	 4.452E-03	-4.690E-01	-4.758E-01	-9.489E-01	 5.303E-01	 3.878E+00
   9.600	-1.777E-01	-7.423E-03	-2.441E-04	-3.161E-01	-7.199E-02	-4.690E-01	-5.034E-01	-1.003E+00	 6.391E-01	 1.216E+01
   9.700	-1.714E-01	-1.006E-02	-2.213E-04	-3.309E-01	-1.504E-01	-4.912E-01	-4.424E-01	-1.069E+00	 6.781E-01	 2.044E+01
   9.800	-1.607E-01	-1.178E-02	-1.984E-04	-3.190E-01	-2.325E-01	-5.266E-01	-3.099E-01	-1.108E+00	 6.271E-01	 2.870E+01
   9.900	-1.465E-01	-1.251E-02	-1.678E-04	-3.191E-01	-3.067E-01	-5.849E-01	-1.375E-01	-1.112E+00	 5.121E-01	 3.693E+01
  10.000	-1.295E-01	-1.260E-02	-1.297E-04	-3.013E-01	-3.608E-01	-6.756E-01	 3.087E-02	-1.093E+00	 3.879E-01	 4.516E+01
  10.100	-1.105E-01	-1.259E-02	-9.918E-05	-2.701E-01	-3.927E-01	-7.755E-01	 1.473E-01	-1.059E+00	 3.027E-01	 5.336E+01
  10.200	-9.055E-02	-1.279E-02	-6.866E-05	-2.692E-01	-4.051E-01	-8.507E-01	 1.891E-01	-1.002E+00	 2.867E-01	 6.155E+01
  10.300	-7.022E-02	-1.319E-02	-3.815E-05	-3.005E-01	-4.082E-01	-8.944E-01	 1.670E-01	-9.189E-01	 3.302E-01	 6.972E+01
  10.400	-5.028E-02	-1.335E-02	-2.289E-05	-3.434E-01	-4.155E-01	-9.031E-01	 1.165E-01	-8.160E-01	 3.900E-01	 7.787E+01
  10.500	-3.145E-02	-1.263E-02	-7.629E-06	-3.730E-01	-4.247E-01	-8.942E-01	 9.315E-02	-6.971E-01	 4.204E-01	 8.600E+01
  10.600	-1.434E-02	-1.055E-02	 0.000E+00	-3.856E-01	-4.381E-01	-8.741E-01	 1.311E-01	-5.758E-01	 3.813E-01	 9.411E+01
  10.700	 6.376E-04	-7.108E-03	 0.000E+00	-3.825E-01	-4.393E-01	-8.412E-01	 2.443E-01	-4.668E-01	 2.722E-01	 1.022E+02
  10.800	 1.309E-02	-2.788E-03	 0.000E+00	-3.836E-01	-4.223E-01	-7.879E-01	 3.996E-01	-3.663E-01	 1.175E-01	 1.103E+02
  10.900	 2.271E-02	 1.637E-03	 0.000E+00	-4.092E-01	-3.897E-01	-7.225E-01	 5.418E-01	-2.628E-01	-4.368E-02	 1.184E+02
  11.000	 2.917E-02	 5.484E-03	-7.629E-06	-4.225E-01	-3.465E-01	-6.709E-01	 6.266E-01	-1.735E-01	-1.676E-01	 1.264E+02
  11.100	 3.218E-02	 8.432E-03	-7.629E-06	-4.070E-01	-2.970E-01	-6.382E-01	 6.287E-01	-7.599E-02	-2.309E-01	 1.345E+02
  11.200	 3.163E-02	 1.060E-02	-7.629E-06	-4.198E-01	-2.406E-01	-5.991E-01	 5.601E-01	 2.964E-02	-2.328E-01	 1.425E+02
  11.300	 2.796E-02	 1.232E-02	-7.629E-06	-4.516E-01	-1.739E-01	-5.347E-01	 4.640E-01	 9.066E-02	-1.938E-01	 1.505E+02
  11.400	 2.183E-02	 1.385E-02	-7.629E-06	-4.629E-01	-1.101E-01	-4.403E-01	 3.786E-01	 8.334E-02	-1.647E-01	 1.585E+02
  11.500	 1.383E-02	 1.517E-02	 0.000E+00	-4.589E-01	-4.868E-02	-3.353E-01	 3.414E-01	 4.199E-02	-1.769E-01	 1.665E+02
  11.600	 4.325E-03	 1.596E-02	 0.000E+00	-4.763E-01	 5.121E-03	-2.361E-01	 3.559E-01	 1.331E-02	-2.441E-01	 1.745E+02
  11.700	-6.337E-03	 1.593E-02	 0.000E+00	-5.336E-01	 5.423E-02	-1.617E-01	 4.045E-01	 9.598E-05	-3.527E-01	 1.825E+02
  11.800	-1.763E-02	 1.502E-02	-7.629E-06	-6.017E-01	 1.103E-01	-1.128E-01	 4.569E-01	-2.388E-02	-4.654E-01	 1.905E+02
  11.900	-2.910E-02	 1.340E-02	-7.629E-06	-6.467E-01	 1.702E-01	-6.662E-02	 4.663E-01	-6.576E-02	-5.489E-01	 1.984E+02
  12.000	-4.045E-02	 1.142E-02	-1.526E-05	-6.775E-01	 2.402E-01	-3.652E-02	 4.147E-01	-1.087E-01	-5.684E-01	 2.064E+02
  12.100	-5.132E-02	 9.336E-03	-2.289E-05	-7.255E-01	 3.180E-01	-3.118E-02	 3.001E-01	-1.694E-01	-5.202E-01	 2.143E+02
  12.200	-6.128E-02	 7.208E-03	-3.052E-05	-7.696E-01	 3.899E-01	-4.679E-02	 1.444E-01	-2.270E-01	-4.309E-01	 2.223E+02
  12.300	-7.007E-02	 4.839E-03	-3.815E-05	-7.923E-01	 4.398E-01	-5.956E-02	-1.195E-02	-2.750E-01	-3.355E-01	 2.302E+02
  12.400	-7.743E-02	 1.880E-03	-4.578E-05	-7.923E-01	 4.684E-01	-6.592E-02	-1.205E-01	-3.450E-01	-2.621E-01	 2.381E+02
  12.500	-8.318E-02	-1.891E-03	-5.341E-05	-7.796E-01	 4.797E-01	-8.646E-02	-1.599E-01	-4.141E-01	-2.324E-01	 2.460E+02
  12.600	-8.718E-02	-6.273E-03	-6.104E-05	-7.727E-01	 4.813E-01	-1.133E-01	-1.411E-01	-4.524E-01	-2.451E-01	 2.539E+02
  12.700	-8.927E-02	-1.072E-02	-6.104E-05	-7.748E-01	 4.791E-01	-9.744E-02	-1.056E-01	-4.778E-01	-2.789E-01	 2.618E+02
  12.800	-8.933E-02	-1.454E-02	-6.104E-05	-7.747E-01	 4.821E-01	-8.255E-02	-9.208E-02	-5.117E-01	-2.915E-01	 2.697E+02
  12.900	-8.718E-02	-1.718E-02	-6.104E-05	-7.586E-01	 4.886E-01	-7.292E-02	-1.331E-01	-5.405E-01	-2.562E-01	 2.775E+02
  13.000	-8.287E-02	-1.847E-02	-5.341E-05	-7.258E-01	 4.892E-01	-7.161E-02	-2.381E-01	-5.633E-01	-1.682E-01	 2.854E+02
  13.100	-7.671E-02	-1.866E-02	-4.578E-05	-6.978E-01	 4.872E-01	-6.674E-02	-3.685E-01	-5.911E-01	-3.270E-02	 2.932E+02
  13.200	-6.914E-02	-1.817E-02	-3.815E-05	-6.785E-01	 4.707E-01	-7.920E-02	-4.870E-01	-6.284E-01	 1.095E-01	 3.010E+02
  13.300	-6.064E-02	-1.731E-02	-3.052E-05	-6.412E-01	 4.335E-01	-8.359E-02	-5.553E-01	-6.785E-01	 2.238E-01	 3.088E+02
  13.400	-5.166E-02	-1.620E-02	-2.289E-05	-5.971E-01	 3.729E-01	-6.094E-02	-5.567E-01	-7.465E-01	 2.842E-01	 3.166E+02
  13.500	-4.264E-02	-1.470E-02	-1.526E-05	-5.548E-01	 2.975E-01	-3.782E-02	-4.980E-01	-8.177E-01	 2.919E-01	 3.244E+02
  13.600	-3.383E-02	-1.260E-02	-7.629E-06	-5.073E-01	 2.222E-01	-3.593E-02	-4.063E-01	-8.793E-01	 2.759E-01	 3.322E+02
  13.700	-2.556E-02	-9.820E-03	-7.629E-06	-4.531E-01	 1.495E-01	-5.638E-02	-3.313E-01	-9.199E-01	 2.609E-01	 3.400E+02
  13.800	-1.826E-02	-6.508E-03	 0.000E+00	-4.045E-01	 9.346E-02	-8.841E-02	-2.939E-01	-9.384E-01	 2.820E-01	 3.477E+02
  13.900	-1.231E-02	-3.021E-03	 0.000E+00	-3.558E-01	 5.235E-02	-1.445E-01	-3.047E-01	-9.448E-01	 3.473E-01	 3.555E+02
  14.000	-7.880E-03	 3.724E-04	 0.000E+00	-2.980E-01	 1.490E-02	-2.024E-01	-3.489E-01	-9.468E-01	 4.422E-01	 3.187E+00
  14.100	-5.100E-03	 3.573E-03	 0.000E+00	-2.260E-01	-3.362E-02	-2.415E-01	-3.967E-01	-9.325E-01	 5.333E-01	 1.090E+01
  14.200	-4.060E-03	 6.623E-03	 0.000E+00	-1.469E-01	-9.397E-02	-2.803E-01	-4.056E-01	-9.046E-01	 5.945E-01	 1.860E+01
  14.300	-4.730E-03	 9.675E-03	 0.000E+00	-5.452E-02	-1.626E-01	-3.270E-01	-3.497E-01	-8.732E-01	 6.107E-01	 2.629E+01
  14.400	-6.908E-03	 1.276E-02	 0.000E+00	 1.688E-02	-2.396E-01	-3.816E-01	-2.368E-01	-8.315E-01	 5.757E-01	 3.397E+01
  14.500	-1.030E-02	 1.562E-02	 0.000E+00	 8.968E-02	-3.102E-01	-4.579E-01	-9.062E-02	-7.763E-01	 5.095E-01	 4.164E+01
  14.600	-1.460E-02	 1.781E-02	-7.629E-06	 1.745E-01	-3.674E-01	-5.358E-01	 4.644E-02	-7.106E-01	 4.367E-01	 4.930E+01
  14.700	-1.953E-02	 1.885E-02	-7.629E-06	 2.417E-01	-4.096E-01	-6.121E-01	 1.387E-01	-6.217E-01	 3.776E-01	 5.695E+01
  14.800	-2.490E-02	 1.848E-02	-7.629E-06	 2.667E-01	-4.325E-01	-6.943E-01	 1.785E-01	-5.174E-01	 3.508E-01	 6.458E+01
  14.900	-3.043E-02	 1.670E-02	-7.629E-06	 2.479E-01	-4.361E-01	-7.683E-01	 1.794E-01	-3.988E-01	 3.562E-01	 7.221E+01
  15.000	-3.564E-02	 1.398E-02	-7.629E-06	 1.978E-01	-4.319E-01	-8.091E-01	 1.671E-01	-2.696E-01	 3.702E-01	 7.983E+01
  15.100	-4.013E-02	 1.089E-02	-1.526E-05	 1.280E-01	-4.287E-01	-8.076E-01	 1.728E-01	-1.405E-01	 3.618E-01	 8.744E+01
  15.200	-4.359E-02	 7.813E-03	-1.526E-05	 2.565E-02	-4.270E-01	-7.997E-01	 2.179E-01	-2.524E-02	 3.090E-01	 9.504E+01
  15.300	-4.592E-02	 4.896E-03	-1.526E-05	-7.279E-02	-4.207E-01	-8.027E-01	 3.071E-01	 7.590E-02	 2.151E-01	 1.026E+02
  15.400	-4.697E-02	 2.002E-03	-1.526E-05	-1.382E-01	-4.071E-01	-8.163E-01	 4.159E-01	 1.528E-01	 8.836E-02	 1.102E+02
  15.500	-4.668E-02	-1.155E-03	-1.526E-05	-2.046E-01	-3.829E-01	-8.286E-01	 5.159E-01	 1.884E-01	-3.855E-02	 1.178E+02
  15.600	-4.512E-02	-4.823E-03	-1.526E-05	-2.608E-01	-3.429E-01	-8.513E-01	 5.830E-01	 1.987E-01	-1.300E-01	 1.254E+02
  15.700	-4.252E-02	-8.920E-03	-1.526E-05	-3.100E-01	-3.024E-01	-8.867E-01	 5.923E-01	 2.024E-01	-1.827E-01	 1.329E+02
  15.800	-3.921E-02	-1.306E-02	-1.526E-05	-3.510E-01	-2.573E-01	-9.109E-01	 5.548E-01	 2.232E-01	-1.991E-01	 1.405E+02
  15.900	-3.563E-02	-1.684E-02	-1.526E-05	-4.220E-01	-2.100E-01	-9.065E-01	 4.888E-01	 2.446E-01	-2.016E-01	 1.480E+02
  16.000	-3.208E-02	-1.981E-02	-7.629E-06	-5.147E-01	-1.496E-01	-8.695E-01	 4.363E-01	 2.233E-01	-2.010E-01	 1.556E+02
  16.100	-2.847E-02	-2.178E-02	-7.629E-06	-5.863E-01	-8.541E-02	-7.996E-01	 4.125E-01	 1.817E-01	-2.274E-01	 1.631E+02
